post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral
5239,Medium,story,Sports,HI,JP,2025-09-16 09:43:00,#Sports #Football #Workout #Basketball #Cricket #Fitness #Training,-0.46,31529,3064,1178,471,0.1495,1
5240,Medium,story,Travel,ES,FR,2025-01-26 10:39:00,#Wanderlust #Adventure #ExploreMore #Journey,0.75,4673,470,181,72,0.155,1
5241,Medium,article,Sports,DE,BR,2025-07-08 10:28:00,#Sports #Fitness #Football #Cricket #Basketball #Workout #Training,0.78,23237,1929,742,296,0.1278,1
5242,Medium,story,Health,DE,DE,2025-01-08 22:33:00,#Wellness #Health #Fitness #Nutrition #HealthTips,0.58,36183,2793,1074,429,0.1188,0
5243,Medium,story,Sports,ES,US,2025-04-27 17:22:00,#Training #Workout #Fitness #Sports,0.87,49163,3224,1240,496,0.1009,0
5244,Medium,article,Travel,ES,FR,2025-11-24 10:34:00,#Adventure #ExploreMore #Wanderlust #Travel #Tourism #Journey,0.67,88237,10895,4190,1676,0.19,1
5245,Medium,story,Travel,PT,JP,2025-07-24 09:18:00,#Travel #Journey #Wanderlust,0.86,41725,5277,2029,811,0.1946,1
5246,Medium,story,Fashion,EN,BR,2025-09-02 09:51:00,#FashionTips #TrendingStyle #OOTD #Style #Fashion #Lookbook,-0.18,52733,4046,1556,622,0.1181,0
5247,Medium,article,Fashion,PT,US,2025-09-01 10:36:00,#TrendingStyle #Lookbook #OOTD #Style #FashionTips #Fashion,0.72,74387,3468,1334,533,0.0717,0
5248,Medium,story,Sports,EN,AU,2025-02-16 10:42:00,#Training #Fitness #Football #Workout #Cricket,-0.84,74912,3482,1339,535,0.0715,0
5249,Medium,article,Travel,UR,IN,2025-12-19 09:06:00,#ExploreMore #Wanderlust #Travel #Tourism,0.52,34374,4774,1836,734,0.2137,1
5250,Medium,story,Health,ES,MX,2025-01-23 10:49:00,#Wellness #Nutrition #HealthTips #Fitness #MentalHealth,-0.6,70803,2871,1104,441,0.0624,0
5251,Medium,article,Travel,UR,US,2025-03-06 20:34:00,#Tourism #Adventure #Travel,0.48,57851,3753,1443,577,0.0998,0
5252,Medium,story,Fashion,DE,DE,2025-03-18 06:16:00,#Lookbook #Fashion #OOTD #FashionTips #Style,0.66,62965,2271,873,349,0.0555,0
5253,Medium,story,Lifestyle,HI,MX,2025-05-12 10:50:00,#Wellness #Lifestyle #MindfulLiving #Positivity #Motivation #DailyLife,0.75,35025,4973,1912,765,0.2184,1
5254,Medium,story,Food,UR,IN,2025-02-06 02:43:00,#Foodie #Cooking #Recipe #MustTry,0.71,74556,2050,788,315,0.0423,0
5255,Medium,article,Entertainment,JA,IN,2025-09-25 02:03:00,#FollowForMore #Viral #Entertainment #MovieTime,0.02,20133,632,243,97,0.0484,0
5256,Medium,article,Business,ES,AU,2025-12-14 09:54:00,#Leadership #StartupLife #CareerGrowth,0.96,61851,2566,987,394,0.0638,0
5257,Medium,article,Education,FR,MX,2025-01-17 00:30:00,#Education #Knowledge #AcademicSuccess #StudyTips #Learning #Certification,-0.19,19780,2183,839,335,0.1698,1
5258,Medium,article,Fashion,HI,FR,2025-10-30 10:15:00,#TrendingStyle #OOTD #Fashion #FashionTips #Lookbook #Style,0.99,72317,6199,2384,953,0.1319,1
5259,Medium,article,Food,HI,FR,2025-07-19 13:57:00,#MustTry #Food #Cooking #Foodie #FoodBlog #Recipe,0.6,25872,2341,900,360,0.1392,1
5260,Medium,article,Technology,EN,UK,2025-03-20 10:20:00,#DataScience #AI #MachineLearning #TechTrends #Programming #Innovation #CodingLife,0.9,46606,4584,1763,705,0.1513,1
5261,Medium,article,Lifestyle,FR,US,2025-03-16 10:38:00,#Wellness #DailyLife #Positivity #MindfulLiving #Motivation #Lifestyle,0.46,91239,7482,2877,1151,0.1262,1
5262,Medium,story,Education,DE,JP,2025-08-02 10:28:00,#Education #AcademicSuccess #Learning #StudyTips #Certification #Knowledge,0.71,12506,1149,442,176,0.1415,1
5263,Medium,story,Fashion,EN,FR,2025-05-19 10:52:00,#TrendingStyle #Style #Fashion #OOTD #FashionTips #Lookbook,0.95,78214,12632,4858,1943,0.2485,1
5264,Medium,article,Business,DE,IN,2025-10-29 09:32:00,#BusinessTips #StartupLife #Hustle #Entrepreneur #Leadership #CareerGrowth,0.67,85031,9670,3719,1487,0.175,1
5265,Medium,article,Sports,DE,IN,2025-06-21 09:57:00,#Sports #Football #Cricket #Workout #Basketball #Training #Fitness,0.94,98130,3298,1268,507,0.0517,0
5266,Medium,article,Entertainment,EN,CA,2025-08-27 21:37:00,#MovieTime #FollowForMore #Viral #Trending,0.94,4304,543,209,83,0.1944,1
5267,Medium,article,Food,FR,BR,2025-08-14 09:02:00,#MustTry #Food #Foodie #Cooking #Recipe #FoodBlog,0.07,48434,3162,1216,486,0.1005,0
5268,Medium,story,Health,PT,DE,2025-06-01 13:08:00,#Wellness #MentalHealth #Nutrition,0.18,98736,9000,3461,1384,0.1402,1
5269,Medium,article,Technology,EN,UK,2025-10-09 02:35:00,#Innovation #CodingLife #DataScience #AI #MachineLearning,0.93,15278,558,214,85,0.0563,0
5270,Medium,article,Food,FR,IN,2025-10-16 09:55:00,#MustTry #FoodBlog #Recipe #Cooking #Food #Foodie,0.82,39409,5402,2077,831,0.2109,1
5271,Medium,story,Entertainment,DE,MX,2025-10-27 09:55:00,#Trending #FollowForMore #Funny #ShowBiz #MovieTime #Viral #Entertainment,0.78,14948,996,383,153,0.1026,0
5272,Medium,article,Fashion,JA,BR,2025-07-22 10:51:00,#Style #OOTD #FashionTips #TrendingStyle #Fashion,0.94,13998,836,321,128,0.092,0
5273,Medium,article,Technology,ES,UK,2025-08-04 09:32:00,#MachineLearning #Innovation #TechTrends,0.59,86102,8704,3348,1339,0.1555,1
5274,Medium,article,Entertainment,JA,BR,2025-08-14 14:19:00,#Funny #FollowForMore #Trending #MovieTime #ShowBiz,0.97,43050,3997,1537,615,0.1429,1
5275,Medium,story,Business,FR,IN,2025-02-26 10:04:00,#StartupLife #Entrepreneur #CareerGrowth,0.22,64184,3480,1338,535,0.0834,0
5276,Medium,article,Business,EN,CA,2025-01-03 09:49:00,#Hustle #Entrepreneur #BusinessTips #Leadership,0.27,75298,7193,2766,1106,0.147,1
5277,Medium,story,Technology,UR,FR,2025-03-07 02:38:00,#MachineLearning #TechTrends #Innovation #Programming,0.8,14296,2283,878,351,0.2458,1
5278,Medium,story,Technology,PT,UK,2025-02-12 10:42:00,#MachineLearning #DataScience #TechTrends #Innovation #AI #CodingLife #Programming,0.66,77313,3547,1364,545,0.0706,0
5279,Medium,article,Fashion,FR,IN,2025-12-23 10:23:00,#OOTD #Fashion #TrendingStyle #Lookbook,-0.81,44477,4156,1598,639,0.1438,1
5280,Medium,story,Travel,JA,MX,2025-12-14 10:13:00,#Wanderlust #ExploreMore #Travel #Journey #Adventure,0.5,43832,3743,1439,575,0.1314,1
5281,Medium,story,Lifestyle,JA,FR,2025-11-04 09:11:00,#Lifestyle #DailyLife #Motivation #Wellness,0.13,80359,2128,818,327,0.0407,0
5282,Medium,article,Travel,EN,MX,2025-05-18 10:54:00,#Tourism #ExploreMore #Journey #Wanderlust #Adventure #Travel,-0.53,91670,7716,2967,1187,0.1295,1
5283,Medium,story,Fashion,PT,JP,2025-12-17 09:37:00,#FashionTips #Fashion #Lookbook #Style #OOTD #TrendingStyle,0.44,13474,1197,460,184,0.1368,1
5284,Medium,story,Sports,DE,MX,2025-08-06 10:31:00,#Football #Cricket #Workout #Fitness #Sports #Training #Basketball,0.61,14233,852,327,131,0.0921,0
5285,Medium,story,Sports,EN,CA,2025-09-12 20:38:00,#Training #Basketball #Workout,0.93,40847,6285,2417,967,0.2367,1
5286,Medium,article,Technology,JA,MX,2025-01-16 09:21:00,#Programming #CodingLife #DataScience #TechTrends #AI #Innovation #MachineLearning,0.69,18575,722,277,111,0.0598,0
5287,Medium,story,Fashion,DE,DE,2025-01-27 16:35:00,#OOTD #FashionTips #TrendingStyle,0.15,3254,294,113,45,0.1394,1
5288,Medium,story,Sports,HI,FR,2025-12-21 09:29:00,#Basketball #Training #Cricket #Workout #Fitness #Sports,-0.7,31131,568,218,87,0.0281,0
5289,Medium,article,Health,HI,JP,2025-09-12 10:16:00,#Health #MentalHealth #Nutrition #HealthTips #Fitness,0.84,66975,6136,2360,944,0.141,1
5290,Medium,article,Food,HI,IN,2025-06-20 10:55:00,#Food #MustTry #Foodie #FoodBlog #Cooking #Recipe,-0.57,37502,1225,471,188,0.0503,0
5291,Medium,article,Travel,UR,CA,2025-11-08 10:19:00,#Travel #Wanderlust #Adventure #ExploreMore #Tourism #Journey,0.58,88607,8459,3253,1301,0.1469,1
5292,Medium,article,Travel,UR,UK,2025-09-29 09:58:00,#Tourism #Adventure #Journey #Wanderlust #ExploreMore #Travel,0.18,20581,2239,861,344,0.1674,1
5293,Medium,article,Food,UR,MX,2025-05-19 02:22:00,#FoodBlog #MustTry #Food #Foodie,0.99,8024,512,197,78,0.0983,0
5294,Medium,article,Health,FR,AU,2025-10-07 10:20:00,#Fitness #Health #MentalHealth #Wellness #Nutrition #HealthTips,0.9,24857,3307,1272,508,0.2047,1
5295,Medium,story,Lifestyle,EN,FR,2025-01-15 09:22:00,#Wellness #Positivity #Motivation #MindfulLiving #DailyLife #Lifestyle,0.44,54863,5489,2111,844,0.1539,1
5296,Medium,article,Education,JA,JP,2025-05-06 10:40:00,#Learning #Education #StudyTips #Certification #Knowledge,0.69,27887,682,262,105,0.0377,0
5297,Medium,article,Entertainment,EN,MX,2025-06-17 04:38:00,#Trending #FollowForMore #Viral #MovieTime #Entertainment #ShowBiz,-0.93,58961,4331,1666,666,0.113,0
5298,Medium,article,Technology,DE,US,2025-05-11 12:28:00,#DataScience #TechTrends #CodingLife #Innovation #AI #MachineLearning #Programming,0.48,36999,1046,402,161,0.0435,0
5299,Medium,article,Sports,PT,DE,2025-05-06 09:34:00,#Sports #Fitness #Basketball #Football #Training,0.61,99356,13115,5044,2017,0.2031,1
5300,Medium,story,Food,ES,US,2025-09-20 10:07:00,#Foodie #MustTry #Cooking #FoodBlog #Food #Recipe,0.74,14705,1849,711,284,0.1935,1
5301,Medium,article,Sports,JA,FR,2025-04-15 10:43:00,#Football #Sports #Training #Fitness #Workout #Basketball #Cricket,0.7,48600,1802,693,277,0.0571,0
5302,Medium,article,Business,UR,BR,2025-12-29 12:55:00,#Entrepreneur #StartupLife #Leadership,0.95,86476,10421,4008,1603,0.1854,1
5303,Medium,article,Sports,JA,DE,2025-12-09 19:34:00,#Sports #Training #Workout #Cricket #Basketball #Football #Fitness,-0.02,71049,3995,1536,614,0.0865,0
5304,Medium,article,Technology,ES,IN,2025-01-06 09:32:00,#TechTrends #Innovation #CodingLife #AI #DataScience #MachineLearning,0.64,36126,3070,1181,472,0.1308,1
5305,Medium,article,Travel,ES,AU,2025-05-03 09:26:00,#Adventure #ExploreMore #Tourism #Wanderlust,0.43,20288,817,314,125,0.062,0
5306,Medium,story,Sports,HI,JP,2025-10-11 21:44:00,#Basketball #Sports #Workout #Football #Training #Cricket,-0.16,87180,6716,2583,1033,0.1185,0
5307,Medium,article,Sports,DE,DE,2025-02-16 09:03:00,#Fitness #Training #Cricket #Workout #Sports #Basketball #Football,0.65,33043,1388,534,213,0.0647,0
5308,Medium,article,Technology,HI,JP,2025-05-23 11:06:00,#CodingLife #DataScience #TechTrends #MachineLearning #Programming,0.53,27946,2062,793,317,0.1136,0
5309,Medium,article,Travel,PT,MX,2025-09-22 10:01:00,#Adventure #Wanderlust #ExploreMore #Travel #Journey,0.86,91502,3628,1395,558,0.061,0
5310,Medium,article,Sports,JA,DE,2025-09-11 10:43:00,#Cricket #Sports #Workout #Basketball #Fitness #Training,0.95,71113,3731,1435,574,0.0807,0
5311,Medium,story,Health,DE,BR,2025-11-26 10:13:00,#MentalHealth #Wellness #Nutrition,0.85,46675,6570,2527,1010,0.2166,1
5312,Medium,article,Entertainment,ES,CA,2025-02-24 06:50:00,#Viral #Funny #FollowForMore #Entertainment,0.49,64055,3732,1435,574,0.0897,0
5313,Medium,story,Sports,ES,MX,2025-03-11 10:57:00,#Training #Fitness #Cricket #Basketball #Football #Sports #Workout,0.74,78855,7014,2698,1079,0.1369,1
5314,Medium,story,Business,FR,US,2025-04-04 02:48:00,#Leadership #Hustle #StartupLife #Entrepreneur #CareerGrowth #BusinessTips,0.55,86787,11079,4261,1704,0.1964,1
5315,Medium,story,Travel,HI,FR,2025-09-12 10:48:00,#Wanderlust #Tourism #Journey #ExploreMore #Travel #Adventure,0.7,78742,9776,3760,1504,0.191,1
5316,Medium,article,Education,DE,US,2025-12-07 10:52:00,#Education #Knowledge #StudyTips #AcademicSuccess,0.97,37029,4516,1737,694,0.1877,1
5317,Medium,article,Fashion,DE,CA,2025-06-24 10:19:00,#OOTD #TrendingStyle #Style #Lookbook #Fashion #FashionTips,0.42,42635,4228,1626,650,0.1526,1
5318,Medium,story,Technology,DE,MX,2025-07-16 10:29:00,#CodingLife #AI #Innovation #TechTrends #MachineLearning #DataScience #Programming,0.73,20535,1220,469,187,0.0914,0
5319,Medium,story,Food,DE,FR,2025-01-21 09:53:00,#Recipe #Cooking #Food,0.94,3391,170,65,26,0.0776,0
5320,Medium,article,Food,EN,DE,2025-04-20 10:37:00,#Foodie #FoodBlog #Cooking #Recipe #MustTry #Food,0.53,20281,1355,521,208,0.1029,0
5321,Medium,story,Education,UR,AU,2025-02-23 09:50:00,#Learning #StudyTips #Certification #Education #AcademicSuccess #Knowledge,-0.13,55203,2636,1014,405,0.0735,0
5322,Medium,story,Technology,PT,JP,2025-07-02 10:01:00,#Programming #CodingLife #AI #MachineLearning #DataScience #TechTrends,0.5,71382,8290,3188,1275,0.1787,1
5323,Medium,story,Entertainment,FR,MX,2025-11-30 16:22:00,#Viral #MovieTime #Funny #Entertainment #FollowForMore,0.68,9085,1237,476,190,0.2096,1
5324,Medium,article,Food,UR,BR,2025-01-21 10:34:00,#FoodBlog #Food #Recipe #MustTry,0.2,2973,256,98,39,0.1327,1
5325,Medium,story,Travel,JA,CA,2025-09-09 08:48:00,#Tourism #Wanderlust #Adventure #ExploreMore #Journey,-0.87,46969,4407,1695,678,0.1444,1
5326,Medium,story,Health,ES,CA,2025-04-04 06:40:00,#Wellness #HealthTips #Nutrition #MentalHealth #Health #Fitness,0.74,54901,4885,1879,751,0.1369,1
5327,Medium,story,Food,EN,US,2025-12-30 15:37:00,#Foodie #Recipe #Cooking #MustTry #Food #FoodBlog,0.16,49107,3097,1191,476,0.097,0
5328,Medium,article,Health,PT,DE,2025-01-29 09:53:00,#HealthTips #Fitness #MentalHealth #Wellness #Health,0.99,60534,2303,886,354,0.0586,0
5329,Medium,article,Business,EN,MX,2025-05-24 09:13:00,#Entrepreneur #BusinessTips #Hustle #StartupLife #CareerGrowth #Leadership,-0.23,46934,3170,1219,487,0.1039,0
5330,Medium,article,Sports,PT,MX,2025-06-10 09:20:00,#Workout #Fitness #Cricket #Training,0.99,12662,1206,464,185,0.1466,1
5331,Medium,story,Fashion,DE,IN,2025-06-03 09:16:00,#Lookbook #Fashion #Style #TrendingStyle #OOTD #FashionTips,0.43,7735,275,106,42,0.0548,0
5332,Medium,story,Business,HI,UK,2025-04-19 09:19:00,#Leadership #Hustle #Entrepreneur #StartupLife,0.58,38756,2915,1121,448,0.1158,0
5333,Medium,story,Fashion,DE,MX,2025-02-16 02:07:00,#FashionTips #Lookbook #Style #Fashion #TrendingStyle #OOTD,0.91,62773,9532,3666,1466,0.2336,1
5334,Medium,article,Food,JA,DE,2025-04-09 10:23:00,#Foodie #MustTry #Cooking #FoodBlog #Food #Recipe,-0.34,67302,6709,2580,1032,0.1534,1
5335,Medium,story,Education,ES,CA,2025-07-19 20:14:00,#AcademicSuccess #Knowledge #StudyTips #Certification #Learning #Education,0.85,6571,592,227,91,0.1387,1
5336,Medium,article,Travel,EN,AU,2025-09-06 09:45:00,#ExploreMore #Tourism #Wanderlust #Travel #Adventure #Journey,0.72,96655,6774,2605,1042,0.1078,0
5337,Medium,story,Fashion,HI,BR,2025-06-17 10:58:00,#Style #FashionTips #TrendingStyle #Lookbook,-0.35,80309,7805,3002,1200,0.1495,1
5338,Medium,story,Fashion,PT,US,2025-02-04 09:25:00,#Lookbook #FashionTips #Style #OOTD #TrendingStyle #Fashion,0.09,58262,6287,2418,967,0.166,1
5339,Medium,story,Health,PT,BR,2025-03-08 14:17:00,#Fitness #Nutrition #HealthTips,0.3,71461,6971,2681,1072,0.1501,1
5340,Medium,story,Fashion,UR,US,2025-04-17 09:20:00,#OOTD #Lookbook #TrendingStyle #FashionTips #Fashion,0.76,936,95,36,14,0.1574,1
5341,Medium,story,Fashion,HI,MX,2025-12-05 10:14:00,#FashionTips #Style #OOTD #Lookbook,0.97,50775,7309,2811,1124,0.2215,1
5342,Medium,story,Technology,DE,MX,2025-06-13 06:54:00,#AI #Programming #CodingLife #Innovation #TechTrends #DataScience #MachineLearning,0.03,14502,566,217,87,0.0601,0
5343,Medium,article,Technology,HI,US,2025-04-25 09:42:00,#MachineLearning #Innovation #CodingLife #DataScience #TechTrends #Programming #AI,0.97,21266,3506,1348,539,0.2537,1
5344,Medium,story,Food,PT,UK,2025-01-19 09:14:00,#Food #FoodBlog #Recipe #MustTry #Foodie #Cooking,-0.04,39823,4165,1602,640,0.161,1
5345,Medium,article,Health,EN,JP,2025-09-14 10:28:00,#Wellness #HealthTips #MentalHealth,0.47,64423,7216,2775,1110,0.1723,1
5346,Medium,article,Entertainment,DE,AU,2025-09-21 09:20:00,#Entertainment #MovieTime #Viral #Funny #ShowBiz #FollowForMore #Trending,0.62,89291,10403,4001,1600,0.1793,1
5347,Medium,article,Sports,ES,US,2025-10-11 02:43:00,#Training #Workout #Football #Fitness #Cricket #Sports,-0.17,1007,96,37,14,0.1475,1
5348,Medium,article,Entertainment,ES,AU,2025-05-18 03:46:00,#Viral #ShowBiz #Trending #Funny #MovieTime #FollowForMore,0.96,82454,11170,4296,1718,0.2084,1
5349,Medium,story,Sports,PT,AU,2025-10-29 01:57:00,#Basketball #Cricket #Sports #Football,0.54,23662,2304,886,354,0.1499,1
5350,Medium,story,Food,EN,UK,2025-10-23 02:35:00,#Food #Recipe #MustTry #Cooking #FoodBlog #Foodie,-0.66,15062,1478,568,227,0.1511,1
5351,Medium,story,Travel,EN,JP,2025-06-02 07:42:00,#Tourism #ExploreMore #Adventure #Travel #Journey,0.53,74272,2774,1067,426,0.0575,0
5352,Medium,story,Education,EN,DE,2025-07-30 09:59:00,#Certification #Education #Learning #StudyTips #AcademicSuccess #Knowledge,0.95,20342,2020,777,310,0.1528,1
5353,Medium,story,Food,DE,MX,2025-12-27 09:08:00,#Food #FoodBlog #MustTry #Foodie #Recipe #Cooking,0.83,38343,2166,833,333,0.0869,0
5354,Medium,article,Business,JA,AU,2025-01-20 09:17:00,#BusinessTips #StartupLife #CareerGrowth #Hustle #Leadership,0.68,72699,9950,3827,1530,0.2106,1
5355,Medium,story,Education,FR,US,2025-06-17 10:33:00,#Knowledge #Education #Certification #AcademicSuccess #Learning #StudyTips,-0.12,48818,3855,1483,593,0.1215,1
5356,Medium,story,Health,UR,US,2025-01-23 12:27:00,#MentalHealth #HealthTips #Health #Nutrition #Wellness,0.8,94385,5317,2045,818,0.0867,0
5357,Medium,story,Technology,HI,UK,2025-02-05 10:47:00,#Programming #DataScience #AI,-0.56,43165,2564,986,394,0.0914,0
5358,Medium,story,Entertainment,ES,BR,2025-07-10 20:32:00,#FollowForMore #ShowBiz #Viral #MovieTime #Trending #Entertainment,-0.16,80496,9109,3503,1401,0.1741,1
5359,Medium,article,Sports,FR,FR,2025-03-23 10:13:00,#Basketball #Sports #Workout,0.53,87833,11865,4563,1825,0.2078,1
5360,Medium,article,Health,JA,AU,2025-01-26 07:45:00,#Wellness #Health #MentalHealth #Nutrition,0.6,52730,2968,1141,456,0.0866,0
5361,Medium,article,Travel,EN,DE,2025-10-09 06:30:00,#Journey #Wanderlust #Tourism,0.42,80562,5252,2020,808,0.1003,0
5362,Medium,story,Sports,UR,UK,2025-02-02 20:48:00,#Cricket #Basketball #Fitness #Sports,-0.2,27854,2869,1103,441,0.1585,1
5363,Medium,article,Technology,DE,IN,2025-10-23 09:47:00,#Programming #Innovation #AI #CodingLife #MachineLearning #DataScience,0.89,96166,4366,1679,671,0.0699,0
5364,Medium,article,Entertainment,UR,MX,2025-05-14 09:16:00,#Trending #Viral #Funny #ShowBiz #Entertainment #MovieTime #FollowForMore,0.46,23238,1426,548,219,0.0945,0
5365,Medium,story,Education,ES,FR,2025-01-14 13:44:00,#Certification #Education #Learning #StudyTips #Knowledge,0.86,81711,6661,2562,1024,0.1254,1
5366,Medium,article,Travel,JA,UK,2025-02-01 20:58:00,#ExploreMore #Wanderlust #Adventure,-0.54,17234,559,215,86,0.0499,0
5367,Medium,story,Business,FR,US,2025-11-23 09:03:00,#BusinessTips #StartupLife #CareerGrowth #Leadership #Hustle,-0.56,40344,3403,1309,523,0.1298,1
5368,Medium,story,Business,UR,FR,2025-12-11 10:47:00,#Hustle #StartupLife #Entrepreneur #CareerGrowth #BusinessTips #Leadership,0.96,61274,8797,3383,1353,0.2209,1
5369,Medium,story,Technology,PT,MX,2025-07-08 10:10:00,#DataScience #TechTrends #Programming #Innovation #AI,-0.03,80561,4869,1873,749,0.093,0
5370,Medium,story,Technology,PT,US,2025-06-06 10:40:00,#Innovation #DataScience #AI,0.28,75967,5478,2107,842,0.111,0
5371,Medium,story,Business,PT,AU,2025-12-26 10:05:00,#Leadership #BusinessTips #Entrepreneur #CareerGrowth #Hustle #StartupLife,0.24,48427,2869,1103,441,0.0912,0
5372,Medium,article,Business,HI,US,2025-11-10 09:24:00,#CareerGrowth #Leadership #Hustle #BusinessTips,0,63700,4972,1912,765,0.1201,1
5373,Medium,article,Entertainment,PT,MX,2025-03-30 10:06:00,#MovieTime #Viral #Trending,0.56,1454,83,32,12,0.0894,0
5374,Medium,story,Lifestyle,UR,US,2025-08-23 02:04:00,#Lifestyle #DailyLife #Motivation #Positivity #Wellness #MindfulLiving,-0.28,75337,7274,2798,1119,0.1486,1
5375,Medium,story,Health,HI,IN,2025-04-19 22:15:00,#Health #HealthTips #Wellness,0.26,28514,1326,510,204,0.0716,0
5376,Medium,story,Food,JA,DE,2025-09-01 10:45:00,#Food #Foodie #Recipe #FoodBlog #Cooking #MustTry,-0.77,78172,2234,859,343,0.044,0
5377,Medium,article,Technology,EN,CA,2025-07-29 00:17:00,#Innovation #AI #MachineLearning,0.92,4710,388,149,59,0.1271,1
5378,Medium,story,Entertainment,EN,MX,2025-01-21 10:23:00,#MovieTime #ShowBiz #Funny,0.99,98646,10770,4142,1657,0.168,1
5379,Medium,story,Travel,JA,BR,2025-02-06 09:25:00,#Travel #Adventure #Journey,0.07,76684,5623,2162,865,0.1128,0
5380,Medium,story,Technology,PT,IN,2025-03-31 10:22:00,#Innovation #DataScience #AI,0.87,97378,4122,1585,634,0.0651,0
5381,Medium,article,Health,PT,DE,2025-01-22 17:07:00,#Nutrition #Health #Fitness #Wellness #MentalHealth #HealthTips,0.67,71775,9033,3474,1389,0.1936,1
5382,Medium,story,Travel,HI,UK,2025-11-19 09:00:00,#Wanderlust #Journey #Travel,0.51,71821,4444,1709,683,0.0952,0
5383,Medium,story,Education,PT,AU,2025-07-09 12:30:00,#Knowledge #Certification #Education #Learning #AcademicSuccess #StudyTips,0.97,10338,937,360,144,0.1396,1
5384,Medium,story,Education,PT,IN,2025-11-17 09:01:00,#Knowledge #Learning #Certification #StudyTips #AcademicSuccess,-0.02,94892,6663,2563,1025,0.108,0
5385,Medium,article,Education,UR,IN,2025-04-25 22:10:00,#Knowledge #StudyTips #Learning,-0.57,10067,973,374,149,0.1488,1
5386,Medium,story,Business,FR,CA,2025-07-08 14:35:00,#CareerGrowth #Hustle #StartupLife #BusinessTips #Entrepreneur,0.63,34730,4460,1715,686,0.1976,1
5387,Medium,story,Business,HI,BR,2025-09-14 15:08:00,#CareerGrowth #Entrepreneur #Hustle #StartupLife,0.56,19457,2033,782,312,0.1608,1
5388,Medium,story,Lifestyle,EN,DE,2025-11-19 09:23:00,#MindfulLiving #DailyLife #Wellness #Lifestyle #Motivation #Positivity,0.71,40538,1948,749,299,0.074,0
5389,Medium,article,Sports,JA,BR,2025-12-18 09:26:00,#Basketball #Workout #Football #Training,0.61,16893,2000,769,307,0.1822,1
5390,Medium,story,Sports,FR,MX,2025-08-08 10:54:00,#Sports #Cricket #Fitness #Basketball #Football #Training #Workout,0.91,67493,8758,3368,1347,0.1997,1
5391,Medium,story,Business,HI,IN,2025-08-12 09:18:00,#BusinessTips #Entrepreneur #CareerGrowth #Hustle #StartupLife #Leadership,0.48,67919,2468,949,379,0.0559,0
5392,Medium,story,Education,UR,CA,2025-10-15 10:33:00,#Learning #AcademicSuccess #Education,0.76,29671,2772,1066,426,0.1438,1
5393,Medium,story,Business,DE,DE,2025-04-06 09:55:00,#Leadership #CareerGrowth #Entrepreneur #Hustle #StartupLife,0.9,43062,4880,1877,750,0.1744,1
5394,Medium,article,Lifestyle,UR,AU,2025-07-15 03:05:00,#MindfulLiving #DailyLife #Wellness #Motivation #Lifestyle #Positivity,0.81,21693,835,321,128,0.0593,0
5395,Medium,article,Food,PT,US,2025-09-09 09:23:00,#MustTry #Recipe #Food #Foodie #FoodBlog #Cooking,0.47,4810,200,77,30,0.0642,0
5396,Medium,article,Lifestyle,ES,IN,2025-09-11 03:07:00,#DailyLife #MindfulLiving #Wellness #Lifestyle #Motivation,0.9,38565,1443,555,222,0.0576,0
5397,Medium,story,Sports,JA,JP,2025-07-12 10:23:00,#Training #Fitness #Football #Workout,0.89,91176,12345,4748,1899,0.2083,1
5398,Medium,story,Food,DE,JP,2025-07-19 09:42:00,#FoodBlog #Recipe #Cooking,0.74,23679,2216,852,341,0.144,1
5399,Medium,story,Technology,ES,FR,2025-03-09 10:09:00,#Programming #CodingLife #MachineLearning #AI #Innovation,-0.13,72059,3108,1195,478,0.0664,0
5400,Medium,story,Health,HI,US,2025-09-24 09:51:00,#Fitness #HealthTips #Health #Nutrition #Wellness #MentalHealth,0.01,57321,5090,1957,783,0.1366,1
5401,Medium,story,Sports,DE,US,2025-07-08 09:21:00,#Cricket #Fitness #Workout #Football #Sports,0.66,15000,2171,835,334,0.2228,1
5402,Medium,story,Entertainment,DE,DE,2025-11-19 22:35:00,#Trending #FollowForMore #Funny #MovieTime #Viral #Entertainment #ShowBiz,0.53,44774,4276,1644,657,0.1469,1
5403,Medium,article,Travel,PT,FR,2025-02-02 09:46:00,#Tourism #Travel #Wanderlust #Journey #Adventure #ExploreMore,-0.2,35804,3287,1264,505,0.1413,1
5404,Medium,story,Technology,JA,MX,2025-09-25 01:00:00,#TechTrends #CodingLife #Programming #DataScience #Innovation #MachineLearning,0.42,55884,1534,590,236,0.0423,0
5405,Medium,article,Technology,HI,AU,2025-08-15 10:20:00,#CodingLife #AI #Innovation #Programming #MachineLearning #TechTrends #DataScience,0.53,55117,3586,1379,551,0.1001,0
5406,Medium,article,Sports,UR,US,2025-04-16 09:02:00,#Cricket #Workout #Football #Training #Basketball #Sports #Fitness,-0.17,40719,4002,1539,615,0.1513,1
5407,Medium,article,Travel,PT,BR,2025-09-14 10:33:00,#Tourism #Adventure #Journey #ExploreMore #Wanderlust #Travel,0.65,7894,269,103,41,0.0525,0
5408,Medium,article,Technology,UR,BR,2025-11-16 18:54:00,#TechTrends #CodingLife #MachineLearning,0.7,13763,795,306,122,0.089,0
